-0.099538915	-0.10763928	-0.13462488	-0.12084333	-0.15404138	-0.1464187	0.04315886	0.027823618	-0.007905321	0.113524586	0.13340427	-0.03144831	0.054585204	0.037190285	0.037286066	-0.09115179
-0.08818753	-0.11587881	0.0025830884	-0.053118195	-0.0532072	-0.18273899	0.11803219	0.005116053	-0.036825377	0.107558236	0.11536046	-0.1204203	0.055085886	0.10909385	-0.05777476	-0.010885957
-0.030313084	-0.030087123	-0.014514523	0.007781354	-0.009635	-0.05934602	0.13082455	-0.06947775	0.017898152	0.058349933	-0.044094153	-0.1145341	-0.058170386	0.059032373	-0.073709525	0.03612213
-0.04623346	-0.065566674	-0.06904953	-0.056250054	-0.13920993	-0.088620834	0.060896862	-0.06057015	0.018699085	0.04982674	0.06066618	-0.048695613	0.03550705	0.076285526	-0.057331067	-0.086672895
-0.13842162	-0.14867009	-0.13382593	-0.0797546	-0.22914441	-0.045525473	0.10542541	0.03677149	0.05381197	0.22411013	0.117156684	0.035125457	0.10255091	0.07645813	0.05394686	-0.10303105
0.0068022497	0.033620734	0.008189136	0.046980757	-0.046786103	-0.048549924	0.2186993	-0.06433709	-0.1047711	-0.0031537877	0.026414102	-0.111922555	-0.092683874	-0.037698466	-0.115286276	0.022640662
-0.02462278	-0.0106110135	0.050400272	0.0569681	0.006079749	-0.14838953	0.15543455	-0.07859374	-0.036195032	-0.015732631	0.0069296216	-0.14334981	-0.07084245	0.059848174	-0.018344902	-0.028029874
-0.030654293	-0.06803685	-0.0599111	-0.083848104	-0.095782846	-0.14354092	0.12245217	-0.015302609	0.006347879	0.13445403	0.13764328	-0.02135393	0.07851164	0.06421906	0.00859339	-0.038058028
-0.080433786	-0.16369016	-0.06851891	-0.072566554	-0.15319455	-0.19907016	0.1580324	0.0069102286	-0.02236236	0.13325943	0.1103098	0.016801858	0.097731136	0.09310158	-0.0074134683	-0.13795428
-0.0025272642	0.006627967	-0.01921	0.0593964	0.015679091	-0.08798201	0.104686454	-0.09502425	-0.026866533	-0.027810397	-0.035574947	-0.07099579	-0.07071251	0.015301164	-0.018535873	-0.02331923
-0.029737711	-0.01825626	-0.04460651	-0.048724774	-0.10962072	-0.08681887	0.22165436	-0.038979635	-0.10481565	0.09753991	0.052279964	-0.07559925	-0.014837366	-0.045568053	-0.050607376	-0.066118985
-0.031387664	0.014145374	-0.041320942	-0.054346103	-0.09267058	-0.0018342544	-0.029999139	0.03773768	0.047889955	0.006403207	0.07214242	0.011571439	0.06651482	0.03500953	0.023624767	-0.06876887
-0.021711076	-0.02852065	0.04902434	0.050219946	-0.038215544	-0.07769633	0.017419532	-0.030376153	0.003008048	0.030843398	-0.01194391	-0.00839039	0.0155710215	0.060998775	-0.03750714	-0.051752716
0.100507975	0.019443098	0.025166575	0.041205134	0.056969445	-0.15909517	0.0453116	-0.09648656	-0.021308964	-0.033334684	-0.008428333	-0.14661321	-0.112599984	0.097188994	-0.08757433	0.019256953
-0.13888305	-0.14299285	-0.14982593	-0.117289275	-0.13340706	-0.051396284	-0.048676603	0.1144269	0.10604147	0.15444423	0.1514565	0.07339636	0.069701	0.089759484	0.07531238	-0.12871613
-0.005093667	-0.008947383	-0.00079707074	0.022791442	-0.045378193	-0.108236	0.11123468	-0.07197869	-0.056758855	0.01498466	0.018600656	-0.13406615	-0.0610868	0.00016547108	-0.03991892	0.06472133
0.043118548	-0.0640744	0.010625485	0.049248714	-0.013513176	-0.121346265	0.062776096	-0.06650034	-0.013534509	0.048710257	0.030035743	-0.09038473	-0.0051001813	0.037719116	-0.07145914	0.060280714
0.066337004	0.075875714	0.094266325	0.088931	0.035683673	0.11785928	0.0056920312	-0.07759735	-0.037683852	-0.076964036	-0.110306114	-0.11702331	-0.09713495	0.0061231023	-0.074010216	0.10629862
-0.010670146	-0.03283581	0.038127538	-0.002899337	-0.09354169	-0.12834026	0.11702677	-0.024616584	0.03991065	-0.011555292	0.021992825	-0.056404185	0.003179145	-0.003973416	-0.024778387	-0.062844105
-0.042292878	-0.13288814	-0.057077885	-0.054676402	-0.07072487	-0.021486267	0.14804693	-0.012330219	-0.07622082	0.14341329	0.10489427	-0.065859385	-0.0039410423	-0.027543541	-0.016845891	-0.04299433
0.107272044	0.030946195	0.0791236	0.1168344	0.08950864	-0.02418034	0.03318072	-0.071054235	-0.019003656	-0.02765015	-0.11800335	-0.081411205	-0.15299195	0.08491729	-0.02930925	0.09794293
-0.019530829	-0.120573625	-0.02750989	-0.041280527	-0.15281919	-0.0857023	0.0930889	0.0015703039	-0.014565302	0.07006049	0.11989742	-0.028659219	0.07414675	0.044785004	-0.0092311725	-0.05993867
0.006375757	0.0460751	0.05439916	0.032043617	0.010052409	0.01578716	0.08423844	-0.101551004	-0.01684735	0.01730566	-0.03677842	-0.15319148	-0.04957391	0.027224699	-0.06433557	0.015897198
-0.102916434	-0.15573643	-0.039156217	-0.040208086	-0.08225282	-0.13785118	0.03301281	0.04763801	0.049764793	0.14218575	0.14080372	0.02631909	0.05271195	0.1789764	0.01905566	-0.07100391
-0.0027251015	0.0634469	0.05736912	0.034705576	-0.003615493	-0.069618806	0.16796817	-0.12810548	-0.07617988	0.008844426	0.01654178	-0.10130977	-0.08438192	-0.0098376945	-0.062937066	0.05475862
0.01796659	0.026644329	0.02698145	0.0951055	0.017499413	-0.040467698	0.08728702	-0.10473247	-0.0077963406	0.006377615	-0.04770135	-0.1433046	-0.11257083	0.020963937	-0.06293249	0.029454326
